sentence,label,polygon_name,h3_cell,latitude,longitude,source,region,source_url
"wilayah berbentuk segitiga di Afrika timur laut, yang disengketakan oleh Mesir dan Sudan serta dikelola oleh Mesir.",no,مثلث حلايب,8353a0fffffffff,22.650665150000002,35.5948757,description,egypt,https://www.openstreetmap.org/relation/4081614
Tersedia les tenis privat.,no,,83674cfffffffff,10.46229565,-66.83131295000001,description,venezuela,https://www.openstreetmap.org/way/585252064
Salah satu dari beberapa tempat di kawasan tersebut.,no,Tar-o Sar (outer site),834353fffffffff,30.58889775,62.066776450000006,description,afghanistan,https://www.openstreetmap.org/way/548041915
Ditemukan secara kebetulan oleh Ray Martin saat terbang pada ketinggian 11.000 meter.,no,Running Man Rock,839d4dfffffffff,-22.2342085,138.59343255,description,australia,https://www.openstreetmap.org/way/1357774915
Ruang ganti untuk pemandian air panas,no,,831b20fffffffff,60.50744835,-45.333777749999996,description,greenland,https://www.openstreetmap.org/way/235199923
"Beberapa pria yang disebutkan dalam film/buku We of the Never Never: Aeneas James Gunn, The Maluka, John McLennan, Tom Pearce, J.H. George Conway, William Cleary, Jack Angus Grant, Edward Liddle.",no,Elsey Cemetery,839c4bfffffffff,-15.07868075,133.1233692,description,australia,https://www.openstreetmap.org/way/263012688
Bagian-bagian daratan utama Australia yang diklasifikasikan sebagai BW dalam sistem klasifikasi iklim Köppen–Geiger.,no,,83b81bfffffffff,-26.442344900000002,128.98425255,description,australia,https://www.openstreetmap.org/relation/8043873
Tampaknya ada sudut yang hilang pada struktur tersebut.,no,,836a12fffffffff,4.7370529,22.7134542,description,central-african-republic,https://www.openstreetmap.org/way/847721727
Wisma tamu,no,La caz' a Chisy,83a250fffffffff,-21.13996735,55.4892943,description,reunion,https://www.openstreetmap.org/way/1019728759
menjual kerajinan yang dibuat oleh seniman lokal,no,Local Artists Tamarindo,836d6afffffffff,10.29873755,-85.84095925,description,costa-rica,https://www.openstreetmap.org/way/392328154
"Di dalamnya, perabotan kontemporer dan rotunda tangga telah dilestarikan.",no,"Beer, Sondheimer & Co. Gebäude",831faefffffffff,50.1159844,8.6676173,description,hessen,https://www.openstreetmap.org/way/42730588
"Listrik menyuplai tambang bauksit Weipa, fasilitas pengolahan, dan permukiman yang terletak di sisi barat Semenanjung Cape York di Queensland, Australia.",no,Weipa Solar Farm,839ce4fffffffff,-12.64685385,141.85648745,description,australia,https://www.openstreetmap.org/way/1229842269
untuk mahasiswa peneliti,no,ABU Institute lib,835818fffffffff,11.15120385,7.65502275,description,nigeria,https://www.openstreetmap.org/way/483941738
Besi tua atau semacamnya?,no,,83540cfffffffff,15.16910425,-12.176872849999999,description,mauritania,https://www.openstreetmap.org/way/1079848653
Landasan udara?,yes,Airstrip,8352e6fffffffff,15.22977665,44.983853100000005,description,yemen,https://www.openstreetmap.org/way/798881102
"Limbah nuklir, ditenggelamkan oleh bekas Uni Soviet dari 1966 hingga 1989",no,,830111fffffffff,72.5,35.0,description,russia-northwestern-fed-district,https://www.openstreetmap.org/relation/11285920
Lompat ke navigasi,no,Launchpad 41/15,8321a9fffffffff,45.9736039,63.66350095,description,kazakhstan,https://www.openstreetmap.org/way/169401013
Dibuka pada Juni 2019,no,Trison,8372d6fffffffff,-4.262987799999999,139.68465105,description,indonesia-papua,https://www.openstreetmap.org/way/767407882
dataran garam,yes,,8338d4fffffffff,26.347407500000003,1.4621255,description,algeria,https://www.openstreetmap.org/way/1251874682
Bekas lokasi Rumah Retret Holy Name; dimiliki/dioperasikan oleh Keuskupan Katolik Green Bay.,no,,832740fffffffff,45.19913735,-87.34064065,description,us-wisconsin,https://www.openstreetmap.org/relation/11195573
"Seni & Hiburan, Sekolah Tari, Studio Tari, Kegiatan Anak, Sekolah Musik, Organisasi Nirlaba, Sekolah Swasta, Tutor Privat, Seni Publik, Klub Remaja",no,San Angelo Broadway Academy,83488afffffffff,31.4527921,-100.46448895,description,us-texas,https://www.openstreetmap.org/way/782694783
Terletak 20 menit berjalan kaki dari kota oasis M’hamid El Ghizlane.,no,Desert Camp Chraika,8338a4fffffffff,29.8385325,-5.7381302000000005,description,morocco,https://www.openstreetmap.org/way/1175183601
doa-doa besar,no,2nd biggest Mosque,8358b5fffffffff,9.454903250000001,0.81155555,description,togo,https://www.openstreetmap.org/way/403445668
Tempat yang bagus untuk berenang.,no,Jhaji Beach,83640bfffffffff,11.388757049999999,92.5899435,description,india-southern-zone,https://www.openstreetmap.org/relation/9964540
Area tertutup untuk kegiatan gratis,yes,,83a813fffffffff,-22.95501775,-47.054361,description,brazil-sudeste,https://www.openstreetmap.org/way/548704198
OK barat laut (550 m dapat digunakan),no,Pibor Airport,836a46fffffffff,6.79846435,33.126115299999995,description,south-sudan,https://www.openstreetmap.org/way/254760296
Terbengkalai,no,BLC Gas Station,836940fffffffff,15.336570649999999,119.96618345,description,philippines,https://www.openstreetmap.org/way/1080703682
"Toko makanan lokal yang menyajikan sarapan lengkap, sandwich dengan roti yang baru dipanggang, serta beragam salad buatan sendiri.",no,Calabash Deli,832ad3fffffffff,33.8911925,-78.5662103,description,us-north-carolina,https://www.openstreetmap.org/way/349880224
burger dan bir,no,Kite Cable Cafe.,836589fffffffff,12.388952450000001,99.96708555000001,description,thailand,https://www.openstreetmap.org/way/321076261
"Kamar mandi tersedia hanya 4 jam yang kurang nyaman per hari (9–11, 21–23).",no,Rada Tilly Camping Municipal,83cf9efffffffff,-45.91740615,-67.55084740000001,description,argentina,https://www.openstreetmap.org/way/496391696
terbengkalai,no,,830a2efffffffff,66.45463755,86.05173195,description,russia-siberian-fed-district,https://www.openstreetmap.org/way/204214264
"Untuk pembatasan dan kegiatan yang dilarang di area ini, para pelaut disarankan merujuk pada Peraturan Kawasan Perlindungan Laut Niuē Moana Mahu 2020 sesuai dengan Undang-Undang Zona Maritim Niuē 2013.",no,Niuē Moana Mahu Marine Protected Area,839ba5fffffffff,-20.3330657,-168.2733568,description,niue,https://www.openstreetmap.org/relation/13460178
biaya termasuk biaya layanan untuk 2 orang: Rs. 5889.15,no,National Park Office - Marine Park - Pigeon Island,836113fffffffff,8.69350235,81.1947702,description,sri-lanka,https://www.openstreetmap.org/way/658409583
Pemanasan air,no,Mariental Abattoir Solar Water Heating,83ad9dfffffffff,-24.560816350000003,17.9620812,description,namibia,https://www.openstreetmap.org/way/1085106308
Mungkin struktur tersebut sudah tidak ada lagi.,no,,836ac0fffffffff,1.0821684999999999,30.2394529,description,congo-democratic-republic,https://www.openstreetmap.org/way/635454166
Terbuka untuk umum;,no,Swenson Forest Preserve,832754fffffffff,46.856983549999995,-91.09465929999999,description,us-wisconsin,https://www.openstreetmap.org/relation/10768565
saluran bercabang,no,,8359a2fffffffff,15.67243465,-2.1903658999999998,description,mali,https://www.openstreetmap.org/way/683188553
tidak ada layanan pada musim dingin,no,Mobilstellplatz Ottenschlag,831e33fffffffff,48.4239068,15.2275785,description,austria,https://www.openstreetmap.org/way/1433377208
bangunan yang dibangun,no,,839621fffffffff,-15.7420654,28.1708032,description,zambia,https://www.openstreetmap.org/way/508424914
Sewa tiga kamar terpisah,no,Casa El Chechy,834430fffffffff,22.616627049999998,-83.7097584,description,cuba,https://www.openstreetmap.org/way/655181725
Menabrak terumbu karang pada 2010,no,Nand Aparajita,836008fffffffff,10.54110005,72.61883485,description,india-southern-zone,https://www.openstreetmap.org/way/1481582099
lapangan lintasan dan sepak bola?,yes,,832e01fffffffff,39.4783446,141.9493776,description,japan-tohoku,https://www.openstreetmap.org/way/929335762
Negara konstituen Kerajaan Belanda.,no,Aruba,836773fffffffff,12.54041475,-69.9654068,description,venezuela,https://www.openstreetmap.org/relation/1231749
Diakuisisi oleh Pieridae Energy pada 2019,no,Waterton Gas Plant,8312c8fffffffff,49.307058049999995,-114.00047065,description,canada-alberta,https://www.openstreetmap.org/way/685968468
